protocol,horizon_days,model_A,model_B,n_pairs,n_beaches,lag_NW,relMAE_A,relMAE_B,mean_loss_diff,DM_HLN,p_HLN,wilcoxon_p,winner
S4,3,TFT,LSTM,1764,13,7,0.10970316905350912,0.12505437683761794,-2.4561932454574134,-3.492364193939323,0.0004905713528436904,0.0018287753310094847,TFT
S4,3,TFT,XGB,1764,13,7,0.10970316905350912,0.14964562262537257,-6.390792571498153,-8.820537652455235,2.6794885052719926e-18,6.007975542669369e-47,TFT
S4,10,TFT,LSTM,4320,12,9,0.12491025045196348,0.2042045899994847,-13.083566025340998,-15.137437182440934,1.7729045755851279e-50,1.97813926653616e-150,TFT
S4,10,TFT,XGB,4320,12,9,0.12491025045196348,0.17486325312677592,-8.24224544134405,-10.192107929116325,4.024124018577996e-24,9.078720596223776e-76,TFT
S4,15,TFT,LSTM,6300,12,10,0.11439717771274187,0.11788336619073925,-0.575221098869566,-1.628650649104731,0.10343700317600814,0.2622570084771271,TFT
S4,15,TFT,XGB,6300,12,10,0.11439717771274187,0.17568871305538175,-10.113103331535582,-15.57576311426427,1.0573275999022764e-53,4.171690818648697e-200,TFT
