model,horizon,number,value,state,params_batch_size,params_decoder_hidden_size,params_decoder_layers,params_dropout,params_early_stop_patience,params_encoder_n_layers,params_hidden_size,params_input_size,params_lr,params_scaler,duration,params_attn_dropout,params_n_head,params_colsample_bylevel,params_colsample_bytree,params_gamma,params_learning_rate,params_max_depth,params_min_child_weight,params_n_estimators,params_reg_alpha,params_reg_lambda,params_subsample
lstm,3d,74,0.1049420435829774,COMPLETE,32.0,384.0,3.0,0.15295995886601133,44.0,3.0,192.0,12.0,0.0025646036885532534,robust,0 days 00:00:10.533129,,,,,,,,,,,,
lstm,3d,75,0.07475958719341258,COMPLETE,32.0,32.0,3.0,0.26414510529672897,45.0,3.0,512.0,96.0,0.006735116016519687,robust,0 days 00:00:18.939969,,,,,,,,,,,,
lstm,3d,76,0.09566316069069375,COMPLETE,32.0,32.0,3.0,0.2688541239213628,44.0,2.0,32.0,96.0,0.005787945722436353,robust,0 days 00:00:07.035613,,,,,,,,,,,,
lstm,3d,77,0.08364316743245429,COMPLETE,32.0,32.0,4.0,0.346602377733619,43.0,3.0,512.0,96.0,0.0069725381872443384,robust,0 days 00:00:19.234574,,,,,,,,,,,,
lstm,3d,78,0.07391831335009255,COMPLETE,32.0,32.0,3.0,0.3067677249072879,41.0,3.0,512.0,96.0,0.004176738970323908,robust,0 days 00:00:18.926684,,,,,,,,,,,,
lstm,3d,79,0.08907301804385614,COMPLETE,128.0,32.0,2.0,0.3169510018722068,41.0,2.0,256.0,96.0,0.004456468254578756,robust,0 days 00:00:15.381533,,,,,,,,,,,,
lstm,3d,80,0.0828283828150384,COMPLETE,32.0,32.0,3.0,0.3377233803763233,40.0,3.0,512.0,96.0,0.008515034780668871,robust,0 days 00:00:18.768369,,,,,,,,,,,,
lstm,3d,81,0.0892350690899679,COMPLETE,32.0,32.0,3.0,0.35148778720375073,40.0,3.0,512.0,96.0,0.008305432498028589,robust,0 days 00:00:19.176460,,,,,,,,,,,,
lstm,3d,82,0.08371708587347404,COMPLETE,32.0,32.0,3.0,0.30600184249883655,41.0,3.0,512.0,96.0,0.006592875371530688,robust,0 days 00:00:18.872393,,,,,,,,,,,,
lstm,3d,83,0.08248798332279227,COMPLETE,32.0,32.0,3.0,0.40508794400217274,40.0,3.0,512.0,96.0,0.005665580547454946,robust,0 days 00:00:18.854209,,,,,,,,,,,,
lstm,3d,84,0.07849374304048526,COMPLETE,32.0,32.0,3.0,0.40101534815578577,42.0,3.0,512.0,96.0,0.005703907045002148,robust,0 days 00:00:18.780087,,,,,,,,,,,,
lstm,3d,85,0.08848226098143687,COMPLETE,32.0,256.0,3.0,0.2435185932094399,42.0,3.0,128.0,96.0,0.0035702095978294773,robust,0 days 00:00:08.548334,,,,,,,,,,,,
lstm,3d,86,0.0750689537838109,COMPLETE,64.0,64.0,3.0,0.4990887906190004,42.0,3.0,512.0,72.0,0.0048980994470326665,robust,0 days 00:00:17.029279,,,,,,,,,,,,
lstm,3d,87,0.08281790127981029,COMPLETE,64.0,64.0,3.0,0.4263460433333174,42.0,3.0,192.0,72.0,0.004647506212979616,robust,0 days 00:00:22.711185,,,,,,,,,,,,
lstm,3d,88,0.08127657793016749,COMPLETE,64.0,64.0,3.0,0.48001916826730856,41.0,2.0,96.0,72.0,0.006332659596216551,robust,0 days 00:00:07.027487,,,,,,,,,,,,
lstm,3d,89,0.0950560262825754,COMPLETE,64.0,64.0,4.0,0.4972689488126199,39.0,2.0,96.0,72.0,0.00551727358586637,robust,0 days 00:00:07.512837,,,,,,,,,,,,
lstm,3d,90,0.07979557433858464,COMPLETE,64.0,64.0,3.0,0.4268709040112534,41.0,2.0,96.0,72.0,0.006649326783963939,robust,0 days 00:00:06.981477,,,,,,,,,,,,
lstm,3d,91,0.08316226814572983,COMPLETE,64.0,64.0,3.0,0.47374540708944035,41.0,2.0,96.0,72.0,0.006826744806691709,robust,0 days 00:00:07.040054,,,,,,,,,,,,
lstm,3d,92,0.07763034274419287,COMPLETE,64.0,64.0,3.0,0.4279850188362744,41.0,2.0,96.0,72.0,0.008022494649439566,robust,0 days 00:00:06.961733,,,,,,,,,,,,
lstm,3d,93,0.08330544069198997,COMPLETE,64.0,64.0,3.0,0.439362722558446,42.0,2.0,96.0,72.0,0.009973686464557848,robust,0 days 00:00:06.998824,,,,,,,,,,,,
lstm,3d,94,0.07969248850182395,COMPLETE,64.0,64.0,3.0,0.40970052203749335,41.0,2.0,96.0,72.0,0.0075181018979485845,robust,0 days 00:00:06.985963,,,,,,,,,,,,
lstm,3d,95,0.07420327215080509,COMPLETE,64.0,64.0,3.0,0.4028442592313201,41.0,2.0,96.0,72.0,0.005018343661105478,robust,0 days 00:00:07.003090,,,,,,,,,,,,
lstm,3d,96,0.08951444485807919,COMPLETE,64.0,64.0,3.0,0.41568476710877145,41.0,2.0,96.0,72.0,0.004080205286729407,robust,0 days 00:00:03.821540,,,,,,,,,,,,
lstm,3d,97,0.08625118202503523,COMPLETE,64.0,64.0,3.0,0.44680440187444687,39.0,2.0,96.0,72.0,0.005066121071320135,robust,0 days 00:00:03.818751,,,,,,,,,,,,
lstm,3d,98,0.08130621658125115,COMPLETE,64.0,64.0,3.0,0.3928510265022479,40.0,2.0,96.0,72.0,0.007248561376948694,robust,0 days 00:00:03.831763,,,,,,,,,,,,
lstm,3d,99,0.10580486539454106,COMPLETE,64.0,64.0,2.0,0.39543363654162905,41.0,2.0,96.0,72.0,0.003009333312289306,robust,0 days 00:00:03.734419,,,,,,,,,,,,
lstm,3d,100,0.10652296247120616,COMPLETE,64.0,64.0,3.0,0.4278480284894271,42.0,3.0,96.0,72.0,0.0041746777469463415,standard,0 days 00:00:03.969028,,,,,,,,,,,,
lstm,3d,101,0.08525661503611967,COMPLETE,64.0,64.0,3.0,0.4647026711405681,42.0,2.0,96.0,72.0,0.005924676954367155,robust,0 days 00:00:03.824751,,,,,,,,,,,,
lstm,3d,102,0.08353395140963735,COMPLETE,64.0,32.0,3.0,0.3726513772113827,41.0,2.0,96.0,72.0,0.005206493813351083,robust,0 days 00:00:03.824812,,,,,,,,,,,,
lstm,3d,103,0.0852297184529034,COMPLETE,64.0,192.0,3.0,0.42074947165067,41.0,2.0,32.0,24.0,0.008041853869336701,robust,0 days 00:00:03.926975,,,,,,,,,,,,
lstm,3d,104,0.0874836450152982,COMPLETE,64.0,64.0,3.0,0.44936596898679027,40.0,2.0,96.0,72.0,0.00359525489960667,robust,0 days 00:00:03.815963,,,,,,,,,,,,
lstm,3d,105,0.08672131678169502,COMPLETE,64.0,64.0,3.0,0.3848936617701449,43.0,2.0,96.0,96.0,0.007431016512737488,robust,0 days 00:00:03.886663,,,,,,,,,,,,
lstm,3d,106,0.07968357478903064,COMPLETE,64.0,32.0,3.0,0.4059047401836022,42.0,3.0,256.0,72.0,0.006393778921428685,robust,0 days 00:00:07.055669,,,,,,,,,,,,
lstm,3d,107,0.08346883718392056,COMPLETE,64.0,32.0,3.0,0.40744523902882646,42.0,3.0,96.0,72.0,0.006268640445798739,robust,0 days 00:00:04.093173,,,,,,,,,,,,
lstm,3d,108,0.08054727728295435,COMPLETE,64.0,32.0,3.0,0.43641973791808114,40.0,3.0,256.0,72.0,0.004827459184358046,robust,0 days 00:00:06.999231,,,,,,,,,,,,
lstm,3d,109,0.11428981836258442,COMPLETE,64.0,32.0,3.0,0.4117340421013292,39.0,3.0,256.0,72.0,0.00442913765967705,minmax,0 days 00:00:16.314900,,,,,,,,,,,,
lstm,3d,110,0.07916473444551994,COMPLETE,64.0,64.0,3.0,0.3614105779633076,41.0,3.0,256.0,72.0,0.002169600029534553,robust,0 days 00:00:16.876130,,,,,,,,,,,,
lstm,3d,111,0.08127154695021341,COMPLETE,64.0,64.0,3.0,0.3998994609230951,41.0,3.0,256.0,72.0,0.0037823938930942034,robust,0 days 00:00:16.899685,,,,,,,,,,,,
lstm,3d,112,0.08080444259317261,COMPLETE,64.0,64.0,3.0,0.364324043108939,42.0,3.0,256.0,72.0,0.002123877037501235,robust,0 days 00:00:16.785956,,,,,,,,,,,,
lstm,3d,113,0.09407417479216904,COMPLETE,64.0,64.0,3.0,0.37945230569880595,41.0,3.0,256.0,120.0,0.002894003381274974,robust,0 days 00:00:20.345086,,,,,,,,,,,,
lstm,3d,114,0.08488169415788502,COMPLETE,64.0,256.0,3.0,0.3334866137496642,42.0,3.0,256.0,72.0,0.005626439715235616,robust,0 days 00:00:16.965753,,,,,,,,,,,,
lstm,3d,115,0.08130358006121552,COMPLETE,64.0,32.0,3.0,0.36521113789950976,40.0,3.0,256.0,72.0,0.003267068479706165,robust,0 days 00:00:16.887332,,,,,,,,,,,,
lstm,3d,116,0.09752559740269268,COMPLETE,128.0,64.0,3.0,0.43146484748892533,42.0,3.0,128.0,96.0,0.006854685882260877,robust,0 days 00:00:08.492465,,,,,,,,,,,,
lstm,3d,117,0.08286861598264511,COMPLETE,64.0,32.0,3.0,0.2792714544411806,43.0,3.0,192.0,72.0,0.007981819941600871,robust,0 days 00:00:22.712224,,,,,,,,,,,,
lstm,3d,118,0.09820661737390442,COMPLETE,64.0,64.0,3.0,0.39070490497399923,41.0,3.0,256.0,12.0,0.005128776247098553,robust,0 days 00:00:10.506252,,,,,,,,,,,,
lstm,3d,119,0.11038360900112623,COMPLETE,64.0,192.0,3.0,0.42112219015364544,41.0,3.0,64.0,96.0,0.0044386953548566305,standard,0 days 00:00:08.377961,,,,,,,,,,,,
lstm,3d,120,0.09311680339227955,COMPLETE,16.0,32.0,3.0,0.45947570353400785,42.0,3.0,96.0,24.0,0.008864298857218289,robust,0 days 00:00:08.791393,,,,,,,,,,,,
lstm,3d,121,0.0801859831033064,COMPLETE,64.0,32.0,3.0,0.4399771203051719,40.0,3.0,256.0,72.0,0.006470420372061008,robust,0 days 00:00:16.930484,,,,,,,,,,,,
lstm,3d,122,0.083486778079751,COMPLETE,64.0,32.0,3.0,0.44032140593544433,41.0,3.0,256.0,72.0,0.006311891263111322,robust,0 days 00:00:16.774226,,,,,,,,,,,,
lstm,3d,123,0.08158551281586471,COMPLETE,64.0,32.0,3.0,0.4038722436105401,40.0,3.0,256.0,72.0,0.00577162955536521,robust,0 days 00:00:18.250558,,,,,,,,,,,,
lstm,3d,124,0.08274243909877417,COMPLETE,64.0,128.0,3.0,0.49889193789612796,42.0,3.0,256.0,72.0,0.0038324130061087153,robust,0 days 00:00:17.773189,,,,,,,,,,,,
lstm,3d,125,0.08961225639706863,COMPLETE,64.0,32.0,3.0,0.2995478284902131,43.0,3.0,32.0,36.0,0.002679758295622513,robust,0 days 00:00:08.368012,,,,,,,,,,,,
lstm,3d,126,0.08518048075470624,COMPLETE,64.0,64.0,3.0,0.35265297062497963,40.0,3.0,512.0,72.0,0.007306495040182042,robust,0 days 00:00:17.062853,,,,,,,,,,,,
lstm,3d,127,0.07859566179757504,COMPLETE,64.0,32.0,3.0,0.4128059829582938,41.0,3.0,512.0,96.0,0.00491715949556281,robust,0 days 00:00:18.812285,,,,,,,,,,,,
lstm,3d,128,0.07808386582153116,COMPLETE,64.0,32.0,3.0,0.41364425925013715,41.0,3.0,256.0,96.0,0.008859611985247562,robust,0 days 00:00:18.623334,,,,,,,,,,,,
lstm,3d,129,0.10818156910526344,COMPLETE,64.0,32.0,3.0,0.41654804641468807,41.0,3.0,96.0,96.0,0.008536763198629678,minmax,0 days 00:00:08.394255,,,,,,,,,,,,
lstm,3d,130,0.07729911247847177,COMPLETE,64.0,32.0,3.0,0.39117309628426933,41.0,3.0,512.0,96.0,0.004843559779388915,robust,0 days 00:00:18.799080,,,,,,,,,,,,
lstm,3d,131,0.07920682848805691,COMPLETE,64.0,32.0,3.0,0.38353468796456813,41.0,3.0,512.0,96.0,0.005016996886050635,robust,0 days 00:00:19.009768,,,,,,,,,,,,
lstm,3d,132,0.07735750194072326,COMPLETE,64.0,32.0,3.0,0.3842483736965766,41.0,3.0,512.0,96.0,0.0050336428789304576,robust,0 days 00:00:18.898592,,,,,,,,,,,,
lstm,3d,133,0.0800997510050464,COMPLETE,64.0,32.0,3.0,0.3799223396978221,41.0,3.0,512.0,96.0,0.0050838328960651005,robust,0 days 00:00:18.808470,,,,,,,,,,,,
lstm,3d,134,0.09091689727323125,COMPLETE,64.0,32.0,3.0,0.39197779966633906,41.0,3.0,512.0,96.0,0.009928657314833524,robust,0 days 00:00:18.885691,,,,,,,,,,,,
lstm,3d,135,0.08458795276775669,COMPLETE,64.0,32.0,3.0,0.4024275795265162,40.0,3.0,512.0,96.0,0.004503409929131511,robust,0 days 00:00:18.878095,,,,,,,,,,,,
lstm,3d,136,0.08557245467451918,COMPLETE,64.0,32.0,3.0,0.37221576547097457,39.0,3.0,512.0,96.0,0.005118515106656566,robust,0 days 00:00:19.119429,,,,,,,,,,,,
lstm,3d,137,0.08607162440743493,COMPLETE,64.0,32.0,3.0,0.3598590108954721,42.0,3.0,512.0,96.0,0.008327722150722552,robust,0 days 00:00:20.465384,,,,,,,,,,,,
lstm,3d,138,0.0894419341531048,COMPLETE,64.0,32.0,3.0,0.3847070977613609,38.0,3.0,512.0,96.0,0.005766175202345799,robust,0 days 00:00:20.520776,,,,,,,,,,,,
lstm,3d,139,0.08425517452654005,COMPLETE,64.0,32.0,3.0,0.4101808851940617,41.0,3.0,512.0,96.0,0.007314686560644736,robust,0 days 00:00:20.564111,,,,,,,,,,,,
lstm,3d,140,0.09114315109270107,COMPLETE,64.0,32.0,3.0,0.3298132355863662,41.0,3.0,512.0,96.0,0.0041976173176174305,robust,0 days 00:00:20.508349,,,,,,,,,,,,
lstm,3d,141,0.08029044369643033,COMPLETE,64.0,32.0,3.0,0.42192108839054654,41.0,3.0,128.0,96.0,0.006402358228955381,robust,0 days 00:00:09.730256,,,,,,,,,,,,
lstm,3d,142,0.07921059037694254,COMPLETE,64.0,96.0,3.0,0.399440327447036,42.0,3.0,96.0,96.0,0.007504813440409638,robust,0 days 00:00:09.485244,,,,,,,,,,,,
lstm,3d,143,0.08525227158518345,COMPLETE,64.0,96.0,3.0,0.39947597376426247,42.0,3.0,512.0,96.0,0.007502284198867524,robust,0 days 00:00:20.462535,,,,,,,,,,,,
lstm,3d,144,0.08219833829481243,COMPLETE,128.0,96.0,3.0,0.38754118580390706,42.0,3.0,512.0,96.0,0.005300096666124291,robust,0 days 00:00:20.506460,,,,,,,,,,,,
lstm,3d,145,0.09345252018955519,COMPLETE,64.0,96.0,3.0,0.34633725073676097,40.0,4.0,64.0,96.0,0.000242906908364225,robust,0 days 00:00:10.462629,,,,,,,,,,,,
lstm,3d,146,0.07757987478641964,COMPLETE,64.0,32.0,3.0,0.41433595376200993,42.0,3.0,96.0,96.0,0.009023669018370444,robust,0 days 00:00:09.527033,,,,,,,,,,,,
lstm,3d,147,0.09400080398355312,COMPLETE,64.0,32.0,3.0,0.3740873493620359,42.0,3.0,512.0,96.0,0.009189299530849657,standard,0 days 00:00:20.391623,,,,,,,,,,,,
lstm,3d,148,0.09626378454015631,COMPLETE,64.0,32.0,3.0,0.3600944200677405,42.0,3.0,256.0,96.0,0.000468943983683268,robust,0 days 00:00:20.418308,,,,,,,,,,,,
lstm,3d,149,0.07742973876204746,COMPLETE,64.0,32.0,3.0,0.3966648433050532,42.0,3.0,192.0,96.0,0.005885418914652756,robust,0 days 00:00:29.298581,,,,,,,,,,,,
tft,10d,0,0.09813542105148901,COMPLETE,32.0,,,0.3005575058716044,37.0,,64.0,120.0,0.001331121608073689,minmax,0 days 00:01:57.681111,0.023225206359998862,1.0,,,,,,,,,,
tft,10d,1,0.07379059906757662,COMPLETE,128.0,,,0.34211651325607845,39.0,,192.0,120.0,0.00020914981329035596,standard,0 days 00:07:28.262525,0.16266516538163217,1.0,,,,,,,,,,
tft,10d,2,0.08412221004766589,COMPLETE,128.0,,,0.03727532183988541,34.0,,96.0,120.0,0.009133995846860976,robust,0 days 00:03:21.988957,0.23610746258097465,8.0,,,,,,,,,,
tft,10d,3,0.07579120713889961,COMPLETE,32.0,,,0.012709563372047594,40.0,,192.0,12.0,2.1070472806578224e-05,standard,0 days 00:03:59.423505,0.26967112095782536,8.0,,,,,,,,,,
tft,10d,4,0.07131454097219861,COMPLETE,16.0,,,0.0034760652655953517,34.0,,64.0,96.0,0.0003405978543532997,standard,0 days 00:01:49.405362,0.13932323211830572,2.0,,,,,,,,,,
tft,10d,5,0.06556899549786308,COMPLETE,64.0,,,0.11881877199619983,40.0,,192.0,24.0,0.0015298506868937445,standard,0 days 00:04:26.673025,0.06876047207299663,8.0,,,,,,,,,,
tft,10d,6,0.08488000342625177,COMPLETE,64.0,,,0.26482528917800324,39.0,,96.0,48.0,5.3156560571583175e-05,minmax,0 days 00:02:01.823784,0.08040402570874933,4.0,,,,,,,,,,
tft,10d,7,0.08176746980221195,COMPLETE,16.0,,,0.32481644952360733,33.0,,512.0,36.0,0.0035291509251299,standard,0 days 00:12:07.879088,0.08855533970352447,1.0,,,,,,,,,,
tft,10d,8,0.07611554701262867,COMPLETE,64.0,,,0.4818099885446264,44.0,,512.0,36.0,0.003622666594728667,robust,0 days 00:12:07.817546,0.14679592213224668,1.0,,,,,,,,,,
tft,10d,9,0.06952084043698566,COMPLETE,16.0,,,0.3509834386288517,32.0,,128.0,96.0,0.0024399336035729174,standard,0 days 00:03:17.438765,0.042673732496884,2.0,,,,,,,,,,
tft,10d,10,0.05988033178594303,COMPLETE,128.0,,,0.39759309738435183,45.0,,256.0,12.0,6.493767776722161e-05,robust,0 days 00:03:50.678090,0.12386549475057873,1.0,,,,,,,,,,
tft,10d,11,0.056285090987906766,COMPLETE,16.0,,,0.2370869145436626,31.0,,384.0,36.0,1.9656332139612295e-05,robust,0 days 00:08:27.891353,0.2877370889379395,8.0,,,,,,,,,,
tft,10d,12,0.0628291691203047,COMPLETE,128.0,,,0.09789556739464822,41.0,,384.0,36.0,1.614670469622491e-05,minmax,0 days 00:08:18.791413,0.403417369633632,1.0,,,,,,,,,,
tft,10d,13,0.0650349175456307,COMPLETE,32.0,,,0.3754355338957487,40.0,,32.0,72.0,0.0018349685376940496,standard,0 days 00:01:20.789920,0.37618726471884,8.0,,,,,,,,,,
tft,10d,14,,PRUNED,32.0,,,0.17545750627603934,43.0,,512.0,48.0,2.244920931433379e-05,robust,0 days 00:00:04.752261,0.04175035834933438,2.0,,,,,,,,,,
tft,10d,15,0.07674643913675087,COMPLETE,64.0,,,0.028151637840918675,38.0,,128.0,96.0,2.2722376351800995e-05,robust,0 days 00:03:15.598341,0.2615489220850744,1.0,,,,,,,,,,
tft,10d,16,0.10392967888646187,COMPLETE,32.0,,,0.47520574203827937,40.0,,256.0,96.0,0.004685882039801086,minmax,0 days 00:07:23.765976,0.36285975419418,8.0,,,,,,,,,,
tft,10d,17,0.07047893542177769,COMPLETE,64.0,,,0.49363806465747223,42.0,,96.0,96.0,2.8265109567655277e-05,robust,0 days 00:02:32.264841,0.06457970757574749,1.0,,,,,,,,,,
tft,10d,18,0.06913709945075616,COMPLETE,32.0,,,0.26015385045189665,35.0,,32.0,12.0,0.00207469937066435,robust,0 days 00:00:53.232686,0.17412773351165017,8.0,,,,,,,,,,
tft,10d,19,0.05822842973943205,COMPLETE,32.0,,,0.2460581465397691,44.0,,256.0,12.0,5.952962748435576e-05,robust,0 days 00:03:53.494716,0.02043430813323943,2.0,,,,,,,,,,
tft,10d,20,0.07884660310944838,COMPLETE,32.0,,,0.25170863542742844,39.0,,256.0,24.0,0.0011781063202742131,minmax,0 days 00:04:22.487421,0.12621847217201038,4.0,,,,,,,,,,
tft,10d,21,0.072372959446584,COMPLETE,128.0,,,0.13462161547469048,36.0,,64.0,24.0,0.00013547291924247333,minmax,0 days 00:01:21.451259,0.28538915233445594,8.0,,,,,,,,,,
tft,10d,22,0.08594969882572058,COMPLETE,32.0,,,0.09328351202565288,44.0,,64.0,24.0,7.166143591413812e-05,minmax,0 days 00:01:21.854873,0.09352187427876169,8.0,,,,,,,,,,
tft,10d,23,0.0757181949007618,COMPLETE,16.0,,,0.07718135763710116,35.0,,256.0,24.0,0.0002776005393437382,robust,0 days 00:04:24.103414,0.36543373760182213,4.0,,,,,,,,,,
tft,10d,24,0.07355616307231091,COMPLETE,32.0,,,0.10081366002387226,33.0,,32.0,24.0,3.097189858969044e-05,standard,0 days 00:00:58.076229,0.31211899795699605,8.0,,,,,,,,,,
tft,10d,25,0.06937916596445545,COMPLETE,128.0,,,0.4469462915254788,42.0,,64.0,48.0,0.0023216226582091154,robust,0 days 00:01:29.424622,0.32057381644264865,4.0,,,,,,,,,,
tft,10d,26,0.06283910120626997,COMPLETE,128.0,,,0.23100290182206634,36.0,,256.0,36.0,0.006947843362776956,minmax,0 days 00:04:44.013570,0.056619022920377626,2.0,,,,,,,,,,
tft,10d,27,0.06639538971045073,COMPLETE,16.0,,,0.027380819411015667,37.0,,32.0,24.0,0.00010129586676262229,robust,0 days 00:00:45.248910,0.3161321439597652,2.0,,,,,,,,,,
tft,10d,28,,PRUNED,128.0,,,0.2510975051656213,36.0,,512.0,120.0,0.0006111601825712035,standard,0 days 00:00:01.252783,0.47305773106681637,8.0,,,,,,,,,,
tft,10d,29,0.06351176050280966,COMPLETE,32.0,,,0.013547996251741745,40.0,,384.0,12.0,4.633578081317681e-05,robust,0 days 00:06:47.315715,0.04275426542723404,4.0,,,,,,,,,,
tft,10d,30,0.06729710474479435,COMPLETE,64.0,,,0.12971171671564624,36.0,,256.0,48.0,0.00013774543805284534,standard,0 days 00:05:25.883510,0.12894384271660114,8.0,,,,,,,,,,
tft,10d,31,0.058561072241498265,COMPLETE,128.0,,,0.05887554144507057,36.0,,96.0,48.0,0.0005364749235444045,minmax,0 days 00:01:56.561112,0.3690168082131852,2.0,,,,,,,,,,
tft,10d,32,,PRUNED,32.0,,,0.2832023201484486,41.0,,384.0,96.0,0.0002680101282693171,robust,0 days 00:00:05.869012,0.40955115883709986,2.0,,,,,,,,,,
tft,10d,33,0.07030816555443728,COMPLETE,64.0,,,0.4751186769104012,41.0,,384.0,48.0,0.00021777966171887745,robust,0 days 00:09:03.281739,0.01697298929289942,1.0,,,,,,,,,,
tft,10d,34,0.07320183531623976,COMPLETE,32.0,,,0.15955023662162782,44.0,,128.0,48.0,0.0030672305589633155,robust,0 days 00:02:43.795767,0.010634705425193569,8.0,,,,,,,,,,
tft,10d,35,0.06545740546947697,COMPLETE,32.0,,,0.23993781015195442,45.0,,192.0,24.0,0.0007629856846111094,robust,0 days 00:04:17.170486,0.47498059197511266,4.0,,,,,,,,,,
tft,10d,36,0.09261657772438106,COMPLETE,16.0,,,0.49558431306848827,45.0,,192.0,72.0,4.954674221641707e-05,robust,0 days 00:05:58.774755,0.07694795316992753,4.0,,,,,,,,,,
tft,10d,37,,PRUNED,32.0,,,0.13280002129435303,40.0,,512.0,120.0,2.446497429833724e-05,robust,0 days 00:00:01.262587,0.2962038923297588,2.0,,,,,,,,,,
tft,10d,38,0.06850414657698123,COMPLETE,32.0,,,0.42529086454712095,32.0,,256.0,48.0,0.003998366525631395,minmax,0 days 00:05:10.918642,0.1435190665874564,2.0,,,,,,,,,,
tft,10d,39,0.06400052240592774,COMPLETE,16.0,,,0.380513951251014,30.0,,64.0,24.0,0.0004205326656109645,minmax,0 days 00:01:08.926878,0.06504312006531598,2.0,,,,,,,,,,
tft,10d,40,0.07782121546097756,COMPLETE,128.0,,,0.20287470650992437,30.0,,96.0,12.0,1.0535179945522733e-05,robust,0 days 00:01:27.859218,0.22971031253412716,2.0,,,,,,,,,,
tft,10d,41,0.0651626103463056,COMPLETE,128.0,,,0.3039645555640407,43.0,,384.0,36.0,1.2636304292036215e-05,minmax,0 days 00:08:18.252718,0.4375937753791092,1.0,,,,,,,,,,
tft,10d,42,0.0614802910659799,COMPLETE,128.0,,,0.07204563386079668,45.0,,384.0,12.0,1.3636686528769231e-05,minmax,0 days 00:06:45.647454,0.17757455091845345,1.0,,,,,,,,,,
tft,10d,43,0.07044442762776758,COMPLETE,128.0,,,0.06706700600207341,45.0,,96.0,12.0,3.91784631525904e-05,minmax,0 days 00:01:24.041180,0.18730449065567908,1.0,,,,,,,,,,
tft,10d,44,0.06213397993842943,COMPLETE,128.0,,,0.05222116554995776,43.0,,384.0,12.0,1.6013395742111665e-05,minmax,0 days 00:06:45.399893,0.23044535705503508,1.0,,,,,,,,,,
tft,10d,45,0.06300812154016139,COMPLETE,128.0,,,0.19653306703967172,44.0,,384.0,12.0,9.166839344411452e-05,minmax,0 days 00:06:45.198375,0.20112014846571763,1.0,,,,,,,,,,
tft,10d,46,0.08635456947475875,COMPLETE,128.0,,,0.3197342331354389,31.0,,96.0,12.0,1.4925762380574949e-05,robust,0 days 00:01:25.875044,0.21856780462473832,1.0,,,,,,,,,,
tft,10d,47,0.06418859281231565,COMPLETE,128.0,,,0.2181030855185175,38.0,,256.0,12.0,6.928884104031468e-05,minmax,0 days 00:03:51.147752,0.11341160254845266,2.0,,,,,,,,,,
tft,10d,48,0.06683450694647025,COMPLETE,16.0,,,0.16622454296675887,45.0,,384.0,36.0,0.00044844412359609933,robust,0 days 00:08:19.322297,0.24681432463952963,1.0,,,,,,,,,,
tft,10d,49,0.06201992341015328,COMPLETE,128.0,,,0.36679418337652864,42.0,,256.0,12.0,3.4345131193710176e-05,robust,0 days 00:03:53.305538,0.17015192569339654,2.0,,,,,,,,,,
tft,10d,50,0.10152427728245067,COMPLETE,16.0,,,0.4044517497328103,43.0,,96.0,72.0,2.0470150015090586e-05,minmax,0 days 00:02:12.253673,0.3387402089339671,1.0,,,,,,,,,,
tft,10d,51,0.06028203097937962,COMPLETE,128.0,,,0.34752700381367907,44.0,,256.0,12.0,3.6646764060036514e-05,robust,0 days 00:03:53.341411,0.16472433844783643,2.0,,,,,,,,,,
tft,10d,52,0.05839967534111695,COMPLETE,128.0,,,0.4022090955095034,44.0,,256.0,12.0,0.00015148402296524783,robust,0 days 00:03:52.762607,0.20836492166323373,2.0,,,,,,,,,,
tft,10d,53,0.06343206183924273,COMPLETE,128.0,,,0.33676837403958115,44.0,,256.0,12.0,0.0001505494790852393,robust,0 days 00:03:53.723486,0.2735207233129503,2.0,,,,,,,,,,
tft,10d,54,0.0611621083377632,COMPLETE,128.0,,,0.41471753194104916,43.0,,256.0,12.0,7.53261490580673e-05,robust,0 days 00:03:51.841060,0.10001382928278992,2.0,,,,,,,,,,
tft,10d,55,0.06951621360739206,COMPLETE,128.0,,,0.27421944535693443,34.0,,256.0,36.0,0.0001789849835570105,robust,0 days 00:04:47.930781,0.15582471974408763,2.0,,,,,,,,,,
tft,10d,56,0.05511231327134285,COMPLETE,128.0,,,0.4509670405993762,44.0,,256.0,12.0,6.220208444336515e-05,robust,0 days 00:03:53.512078,0.19824125462633985,2.0,,,,,,,,,,
tft,10d,57,0.059848447386596906,COMPLETE,16.0,,,0.3933514189817824,32.0,,256.0,12.0,0.00010506501404701981,robust,0 days 00:03:53.558251,0.20281024502478628,2.0,,,,,,,,,,
tft,10d,58,0.0707399019393094,COMPLETE,16.0,,,0.4478067520553789,32.0,,256.0,36.0,0.00010367664823964655,robust,0 days 00:04:47.293144,0.2030644968926546,2.0,,,,,,,,,,
tft,10d,59,0.07543527776140042,COMPLETE,16.0,,,0.44278486473014234,34.0,,128.0,120.0,0.0010598253169712725,robust,0 days 00:03:40.887214,0.25713749385387974,2.0,,,,,,,,,,
tft,10d,60,0.05957460059776094,COMPLETE,16.0,,,0.4621862749727157,31.0,,256.0,12.0,0.00021585217162030005,robust,0 days 00:03:54.614166,0.40104928589572014,2.0,,,,,,,,,,
tft,10d,61,0.06775895458458844,COMPLETE,16.0,,,0.46161604157713704,31.0,,256.0,12.0,0.00019621861930680127,robust,0 days 00:03:50.510726,0.40465450466050623,2.0,,,,,,,,,,
