unique_id,n_rows,P90,MAE,RMSE,R2,relMAE,mae_over_mean
cala-vedella-platja,465,187.5407104492191,5.593179084921396,8.302712876767531,-0.8258432190551386,0.029823813035174975,0.6110968690057447
sant-antoni-de-portmany,465,59.33198928833008,2.7525140931529384,3.212787782040147,-2.4327358568689434,0.046391737849489675,0.5011429339530604
cala-vedella-port,467,41.0,2.784918438954323,3.278321895548764,-2.289326453656788,0.06792483997449568,0.4715579807801555
son-serra-de-marina,462,42.0,3.902807864791903,5.418393631906015,-0.32347798252875815,0.0929239967807596,0.5519122233039055
can-pastilla,324,58.15365219116211,5.935082974375145,10.257319847995056,-0.39197930533064795,0.10205864551490935,0.6203118979669506
badia-de-pollenca,468,20.0,3.1910224933909555,3.866987390803734,-1.6243889508636458,0.15955112466954777,0.44235738356249027
