unique_id,n_rows,P90,MAE,RMSE,R2,relMAE,mae_over_mean
cala-vedella-platja,159,187.5407104492191,6.076985631618391,9.055650659195424,-0.9207875004166584,0.03240355449791192,0.6463148598176082
sant-antoni-de-portmany,159,59.33198928833008,2.3330793147145203,3.30192208303684,-6.693169917229151,0.039322452233594846,0.4374523715089726
cala-vedella-port,160,41.0,2.935086411668453,3.7296421066615397,-3.118689500819314,0.07158747345532812,0.4743573998656086
son-serra-de-marina,155,42.0,3.597312444334309,4.721067310031797,-0.02858365158291787,0.08565029629367402,0.4806753697170844
can-pastilla,135,58.15365219116211,7.190258974057657,9.966338072282447,-0.3728728187292747,0.12364243178436857,0.7398513426050181
badia-de-pollenca,160,20.0,3.121864415798336,4.2560257840977895,-2.202078086382535,0.1560932207899168,0.40675757860564643
