unique_id,ds,y_true,TFT,LSTM,XGB
badia-de-pollenca,2025-06-06 10:00:00,23.0,18.823828,9.629462,34.146015
badia-de-pollenca,2025-06-06 11:00:00,15.0,19.557184,12.533712,38.34637
badia-de-pollenca,2025-06-06 12:00:00,16.0,19.834963,15.354208,41.531982
badia-de-pollenca,2025-06-06 13:00:00,16.0,19.595085,17.259102,41.85322
badia-de-pollenca,2025-06-06 14:00:00,11.0,19.590475,18.361633,39.785904
badia-de-pollenca,2025-06-06 15:00:00,13.0,19.53979,19.023575,39.145794
badia-de-pollenca,2025-06-06 16:00:00,10.0,19.350554,18.077309,31.389902
badia-de-pollenca,2025-06-06 17:00:00,7.0,18.448975,16.804361,30.222403
badia-de-pollenca,2025-06-06 18:00:00,6.0,15.368871,14.225487,29.553543
badia-de-pollenca,2025-06-06 19:00:00,9.0,7.6598887,12.525107,14.654882
badia-de-pollenca,2025-06-06 20:00:00,6.0,1.1548581,10.590378,12.315488
badia-de-pollenca,2025-06-06 21:00:00,0.0,0.0,8.762385,4.99106
badia-de-pollenca,2025-06-06 22:00:00,0.0,0.0,7.495072,4.989569
badia-de-pollenca,2025-06-06 23:00:00,0.0,0.0,4.915044,4.989569
badia-de-pollenca,2025-06-07 00:00:00,0.0,0.0,3.673861,1.7824016
badia-de-pollenca,2025-06-07 01:00:00,0.0,0.0,2.3252292,1.9073858
badia-de-pollenca,2025-06-07 02:00:00,0.0,0.0,2.3359418,1.9628252
badia-de-pollenca,2025-06-07 03:00:00,0.0,0.0,2.2431574,1.9984816
badia-de-pollenca,2025-06-07 04:00:00,0.0,0.0,2.0769253,2.2858596
badia-de-pollenca,2025-06-07 05:00:00,0.0,0.0,2.675302,2.238378
badia-de-pollenca,2025-06-07 06:00:00,0.0,0.0,3.419437,2.2339892
badia-de-pollenca,2025-06-07 07:00:00,0.0,3.9316778,3.7065306,2.275288
badia-de-pollenca,2025-06-07 08:00:00,22.0,10.482569,4.192109,25.62152
badia-de-pollenca,2025-06-07 09:00:00,24.0,15.621195,6.925208,34.31949
badia-de-pollenca,2025-06-09 00:00:00,0.0,0.49558878,2.6457973,0.4509549
badia-de-pollenca,2025-06-09 01:00:00,0.0,0.689293,1.2414689,0.37451598
badia-de-pollenca,2025-06-09 02:00:00,0.0,0.5803457,1.1811256,0.41035032
badia-de-pollenca,2025-06-09 03:00:00,0.0,0.6020086,1.5774493,0.5281468
badia-de-pollenca,2025-06-09 04:00:00,0.0,1.3872901,1.8013811,0.5281468
badia-de-pollenca,2025-06-09 05:00:00,0.0,3.2365944,1.7557192,0.5642763
badia-de-pollenca,2025-06-09 06:00:00,0.0,5.3830385,2.0178776,0.6272689
badia-de-pollenca,2025-06-09 07:00:00,0.0,7.1653285,3.7875705,0.6272689
badia-de-pollenca,2025-06-09 08:00:00,13.0,14.072452,4.153615,21.932148
badia-de-pollenca,2025-06-09 09:00:00,16.0,18.985525,6.5247974,29.486595
badia-de-pollenca,2025-06-09 10:00:00,16.0,21.566868,10.73474,31.369984
badia-de-pollenca,2025-06-09 11:00:00,15.0,22.676836,14.528108,33.566544
badia-de-pollenca,2025-06-09 12:00:00,19.0,22.962816,17.257215,36.011765
badia-de-pollenca,2025-06-09 13:00:00,15.0,22.831856,20.060055,36.410263
badia-de-pollenca,2025-06-09 14:00:00,11.0,22.482956,20.391632,34.30861
badia-de-pollenca,2025-06-09 15:00:00,11.0,21.973448,21.121609,33.57531
badia-de-pollenca,2025-06-09 16:00:00,8.0,21.336527,20.179098,29.019848
badia-de-pollenca,2025-06-09 17:00:00,5.0,20.227057,18.433342,25.375425
badia-de-pollenca,2025-06-09 18:00:00,5.0,16.833872,15.641916,25.294538
badia-de-pollenca,2025-06-09 19:00:00,7.0,9.193187,14.113569,12.719181
badia-de-pollenca,2025-06-09 20:00:00,6.0,3.0345845,11.941161,10.96984
badia-de-pollenca,2025-06-09 21:00:00,0.0,0.521764,9.060022,3.3628378
badia-de-pollenca,2025-06-09 22:00:00,0.0,0.11567217,6.9976583,3.3613482
badia-de-pollenca,2025-06-09 23:00:00,0.0,0.3534992,4.336268,3.3613482
badia-de-pollenca,2025-06-10 00:00:00,0.0,0.0,2.4634914,0.19439246
badia-de-pollenca,2025-06-10 01:00:00,0.0,0.0,0.43092728,0.36023262
badia-de-pollenca,2025-06-10 02:00:00,0.0,0.0,1.0274448,0.40988913
badia-de-pollenca,2025-06-10 03:00:00,0.0,0.0,1.1225505,0.44554567
badia-de-pollenca,2025-06-10 04:00:00,0.0,0.0,1.1106615,0.44554567
badia-de-pollenca,2025-06-10 05:00:00,0.0,0.0,1.4539094,0.44554567
badia-de-pollenca,2025-06-10 06:00:00,0.0,0.0,1.7910738,0.44588125
badia-de-pollenca,2025-06-10 07:00:00,0.0,5.280212,2.7391458,0.44554567
badia-de-pollenca,2025-06-10 08:00:00,12.0,15.113174,3.7957826,23.441477
badia-de-pollenca,2025-06-10 09:00:00,14.0,20.317587,6.1999493,30.805367
badia-de-pollenca,2025-06-10 10:00:00,19.0,22.294558,10.669633,31.248512
badia-de-pollenca,2025-06-10 11:00:00,21.0,22.905611,14.571268,33.198368
badia-de-pollenca,2025-06-10 12:00:00,14.0,22.927206,16.718157,35.547432
badia-de-pollenca,2025-06-10 13:00:00,18.0,22.588951,18.387524,35.947735
badia-de-pollenca,2025-06-10 14:00:00,12.0,22.412125,19.934685,33.08197
badia-de-pollenca,2025-06-10 15:00:00,5.0,22.03738,20.532536,31.047142
badia-de-pollenca,2025-06-10 16:00:00,7.0,21.55663,20.100117,25.932444
badia-de-pollenca,2025-06-10 17:00:00,4.0,21.205193,18.667706,25.207357
badia-de-pollenca,2025-06-10 18:00:00,6.0,20.289999,15.698683,17.588667
badia-de-pollenca,2025-06-10 19:00:00,5.0,16.132954,14.487491,12.992672
badia-de-pollenca,2025-06-10 20:00:00,5.0,7.2257533,11.5108,8.937843
badia-de-pollenca,2025-06-10 21:00:00,0.0,1.8186264,9.0304365,1.5922319
badia-de-pollenca,2025-06-10 22:00:00,0.0,0.23557498,7.0010667,1.6898655
badia-de-pollenca,2025-06-10 23:00:00,0.0,0.18165898,4.10976,1.6898655
badia-de-pollenca,2025-06-11 00:00:00,0.0,0.0,2.3219843,0.0
badia-de-pollenca,2025-06-11 01:00:00,0.0,0.0,1.2561765,0.0
badia-de-pollenca,2025-06-11 02:00:00,0.0,0.0,0.6322746,0.0
badia-de-pollenca,2025-06-11 03:00:00,0.0,0.0,1.3807182,0.0
badia-de-pollenca,2025-06-11 04:00:00,0.0,0.0,1.3676763,0.0
badia-de-pollenca,2025-06-11 05:00:00,0.0,0.0,1.5719709,0.0
badia-de-pollenca,2025-06-11 06:00:00,0.0,0.0,2.2433877,0.014561353
badia-de-pollenca,2025-06-11 07:00:00,0.0,3.7903962,3.2428055,0.0
badia-de-pollenca,2025-06-11 08:00:00,16.0,13.404375,3.607315,23.862034
badia-de-pollenca,2025-06-11 09:00:00,19.0,19.326805,6.6060925,29.997192
badia-de-pollenca,2025-06-11 10:00:00,16.0,21.539303,10.746331,35.134865
badia-de-pollenca,2025-06-11 11:00:00,11.0,22.149017,13.621149,38.319157
